d100,Entry
89,"You 'kiss the toe' yet? S'posed to be a ritual, you know. A warnin' against those who dont pay their tab. I got a deal I did! Thats my toe, I paid my tab with it! You wouldnt mind buyin me a drink now, would ya?"
90,"I tells ya, I saw FOUR, FOUR! masked Tortles down in those sewers! Meanest I ever came across. Scuffled with 'em once on a run for the society, see.. they kept shouting if I wanted a piece-a-them, well.. when I saws they were all armed, and with that tough shell.. well, I turned tail and ran. Now, don't go thinking me a coward now, when I found out they took down that Grell, that golem, and those masked warrior monks that worshipped it? Well.. seems I made the smart choice, friend-o; the smart choice!"
91,"Y'all ever heard of the snail that wouldn't die? Once we were delving in a deep forgotten dungeon, looking fo' loot and other bits. Well we found some, a great big chest that was lock'd like sumfin tough. Well our sneakthief open'd it and there weren't nothing but single snail, still living but it didnt have no food in there. Little thing started to crawl out towards the north, ignoring everythin' we did to it. Scared me silly, still never did get us no loot from that place."
92,"... so trapped as we were and with days before help would arrive, we did what we had to to survive. I'm not proud of want we did, but I challenge any decent creature in the same position to do different. Anyways, I'll tell you something for nothing. Kobold doesn't taste anything like chicken."
93,"Once knew human. Skinny little thing she was. Ranger. Good with a bow. Obsessed with herself. Beauty treatments, strange potions. You name it, she'd try it. Got herself hold of some paste with flail snail muck in it. Rubbed it all over her skin. The next morning, she started glowing all different colours. Real bright like. Never laughed so hard in my life. Like watchin a magic show. Took us weeks and weeks to find a wizard to reverse the effects. Sometimes, when she hiccuped, she'd still let out a little burst of colour."
94,"All nobles are bastards, right? Only some are bigger bastards than others. Myself and a group of, um, compatriots got ourselves hired by a bunch of farmers to defend a town and a handful of villages from some hobgoblin raiders. Couple days in, we mange to capture one alive. Turns out the local baron was the one that hired them. He wanted to raise taxes and was using the raids as an excuse. Anyway, long story short, the baron ended up on the wrong end of a hobgoblin sword and the lads ended up being very well paid."
95,"Take my advice son, steer clear of fey. Don't mess with the little ones and steer clear of the big ones. Don't talk to them, don't even look at them if you can avoid it. Carry some cold iron on you, just in case. And especially, don't bargain with them. No good can come of it. There's a reason they call me 'Tails' and it ain't because I'm a good story teller."
96,"My arm? Did I lose my arm in the war? Well, let me put it this way young person. The next time a wizard tells you to keep your arms at your sides during a teleport spell, you do it!"
97,"(Hoarse voice) Harum... I haven't cough... haven't seen much of folk in the past year, bit out of practice talking. But been out on my own since I uh... lost my adventuring partners to a wolf attack. (scratches their neck, a bite scar is visible on it) Biggest wolf I ever seen, tore through four of us like we was thin cloth stretched over bales of hay. Bowled me over onto a rock, hit my head and was out for I don't know how long. (clears throat and it sounds like a low growl) Came to and that beast was gnawing on what was left of my buddies, muzzle soaked in blood. I must've made a noise because it suddenly looked at me, eyes ablaze... (glances nervously at the moon breaking through the clouds) That was the unluckiest and luckiest time of my life. It jumped me, slowed down I guess from being gorged on my friends. Got its jaws locked on my throat but I got a hand up in time, saved me from getting killed instantly. (holds out a hand with deep, ragged scars all along it, highlighted in the glow of the campfire) Figured I was done for but my other hand happened to fall on what remained of our priestly fella. Whatever god he worshiped must've put his dagger right where I'd grab it. I just stabbed blindly. Maybe hit something important 'cause the creature leapt away like it was seared with a hot poker. (pulls out a fancy dagger, more ceremonial than practical, its silvery blade shining. The speaker's voice grows more hoarse, a barking cough escaping their lips) Kept it with me ever since... just... in... caaaaasse.... (And the moon breaks from the clouds entirely, bathing the campfire circle in its pale glow as the speaker bends double with a howl of pain as their limbs start to contort...)"
98,"I got lost in a good book, once. Took me pages and pages to find my way out, and you ask me where my fingers on my left hand went? Paper cuts, I tell yah! Damn thing up and swallowed me whole while reading! Was my favorite book too..."
99,"Strange lad? You want to hear something strange? Well, I adventured with this mage for a couple of years. He was a bit ... odd. Kept to himself mostly, very private and shy. Insisted on separate sleeping quarters. Mumbled a lot. We all figured, y'know, magic user. Weirdness. Paranoia. Odd behaviour. Strange smells. It comes with the territory. Too much mercury and bat shit in spell components. Anyway, we get hired by this prince to get rid of a gauth and when we tracked it down, the thing just laughed and laughed at us. Then 'gulp', it ate our mage, all in one go. Then, it spat out three Batiri goblins. One. Two. Three. Whole and intact. Damnedest thing I ever saw. When the gauth stopped laughing, he thanked us for the meal and entertainment and said he'd be moving on. Turns out, the little buggers had found some kind of enchanted cloak and had been sitting on each others shoulders. Had us proper fooled."
100,"Fundamental rule of adventuring my friend: always, always, always make sure your potions haven't expired. Knew this elf that left a potion of animal friendship in his backpack for a wee bit too long. We were trying to get past some wolves at the mouth of a cave, and he remembered this potion. Well, the wolves became friendly. A little too friendly if you get my drift. That poor elf, he had creatures coming at him from all directions. Spent the next few hours running around trying to avoid the attention of bears and bats and birds. Let that be a lesson to you all: test before you taste."
